Page Name,Page URL,Final URL,Route / Slug,HTTP Status,Page Title,Meta Description,Section Name,Section Order,Element Order,Element Type,Exact Copy,Link Text,Link URL,Link Type,Asset URL,Asset Type,Image Alt Text,Parent Area,Needs Manual Review?,Notes,Date Extracted
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,19,link,Examples,Examples,https://www.thesingaporeway.com/possibilities,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,20,list item,"TEACH
Case Studies",,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,21,link,TEACH,TEACH,https://www.thesingaporeway.com/teach,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,22,list item,Case Studies,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,23,link,Case Studies,Case Studies,https://www.thesingaporeway.com/teaching-materials,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,24,list item,IDEATE,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,25,link,IDEATE,IDEATE,https://www.thesingaporeway.com/ideate,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,26,list item,"ABOUT
Author
Our Story
What We Stand For",,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,27,link,ABOUT,ABOUT,https://www.thesingaporeway.com/about,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,28,list item,Author,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,29,link,Author,Author,https://www.thesingaporeway.com/about,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,30,list item,Our Story,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,31,link,Our Story,Our Story,https://www.thesingaporeway.com/about,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,32,list item,What We Stand For,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,33,link,What We Stand For,What We Stand For,https://www.thesingaporeway.com/about,internal,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,34,button,EN,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Global Navigation,2,35,button,AR,,,,,,,nav,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Body,1,36,button,Online Course,,,,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Body,1,37,link,Start Exploring,Start Exploring,https://www.thesingaporeway.com/,internal,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",The Singapore Way,3,38,H1,The Singapore Way,,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",The Singapore Way,3,39,button,Live,,,,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.","More Than a Book, a Bridge from Singapore to the Global Majority",4,40,H2,"More Than a Book, a Bridge from Singapore to the Global Majority",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.","More Than a Book, a Bridge from Singapore to the Global Majority",4,41,paragraph,"Singapore’s success wasn’t a miracle—it was a method.
The Singapore Way turns that method into something practical and adaptable for leaders, educators, and change-makers across the Global Majority. It’s not about copying Singapore, but learning how to think, plan, and execute with clarity—then applying it to your own context.",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.","More Than a Book, a Bridge from Singapore to the Global Majority",4,42,paragraph,"“Don’t borrow the fruit. Borrow the root.”
–
Maher Kaddoura",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,43,H3,A Practical Framework for National and Local Transformation,,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,44,paragraph,"Too many countries are asked to admire success stories…
But they’re rarely given the tools to build their own.",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,45,paragraph,"Singapore’s rise wasn’t luck. It was systems thinking, designed for decades, not cycles.",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,46,paragraph,"This book and platform share a framework and principles —not to copy them, but to understand them, teach them, and adapt them to build new, local futures.",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,47,link,Watch Video,,,,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",A Practical Framework for National and Local Transformation,5,48,link,Download Free Summary,,,,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",who is it for ?,6,49,H3,who is it for ?,,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",who is it for ?,6,50,paragraph,"•    Educators, who want to teach systems, not just policies.
•    Government leaders, who want to pilot reforms with clarity.
•    Social innovators, who want to design smart from the start.",,,,,,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",who is it for ?,6,51,link,Questions & answers,Questions & answers,https://www.thesingaporeway.com/q-a,internal,,,,CTA,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",© 2025 The Singapore Way. All rights reserved. Powered by 86400 Studio,7,52,H6,© 2025 The Singapore Way. All rights reserved. Powered by 86400 Studio,,,,,,,footer,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",info@thesingaporeway.com,8,53,H6,info@thesingaporeway.com,,,,,,,footer,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",info@thesingaporeway.com,8,54,link,info@thesingaporeway.com,info@thesingaporeway.com,mailto:info@falafeltheory.com,email,,,,footer,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,55,asset,,,,,https://static.wixstatic.com/media/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png,stylesheet,,body,No,The Singapore Way | A Practical Framework for National and Local Transformation,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,56,asset,,,,,https://static.wixstatic.com/media/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png,stylesheet,,body,No,The Singapore Way | A Practical Framework for National and Local Transformation,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,57,asset,,,,,https://static.wixstatic.com/media/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/d1daaa_6bfb36ca7f164a1e9fea284825eb8521%7Emv2.png,stylesheet,,body,No,The Singapore Way | A Practical Framework for National and Local Transformation,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,58,asset,,,,,"https://static.wixstatic.com/media/d1daaa_9635e5ec777d4059a16fdd68009daac8~mv2.png/v1/fill/w_181,h_103,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Red%20logo%20on%20a%20transparent%20background.png",image,The Singapore Way logo,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,59,asset,,,,,https://video.wixstatic.com/video/d1daaa_a4107ea21a3b40d1983c32db6d57a54c/720p/mp4/file.mp4,video,,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,60,asset,,,,,"https://static.wixstatic.com/media/d1daaa_99f9972db2cc4d149df479d5b662b868~mv2.png/v1/fill/w_584,h_504,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Blob%20Expanded.png",image,The Singapore Way Hero Section Image,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,61,asset,,,,,"https://static.wixstatic.com/media/d1daaa_7987cef2aeee46c583f80a4ec887d62d~mv2.png/v1/fill/w_363,h_364,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Homepage%20images_What%20is%20singapore%20way.png",image,What is Singapore Way,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,62,asset,,,,,"https://static.wixstatic.com/media/d1daaa_d5973f54e11d40ff9e610d041ca4bc2c~mv2.png/v1/fill/w_403,h_382,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Homepage%20images_Learn%20the%20framework.png",image,The Singapore Way Online Course,body,No,,2026-05-19T16:50:43+05:30
The Singapore Way,https://www.thesingaporeway.com/,https://www.thesingaporeway.com/,home,200,The Singapore Way | A Practical Framework for National and Local Transformation,"Discover The Singapore Way, a practical framework for adapting Singapore’s proven principles to build resilient, impactful systems tailored to your context.",Assets,9,63,asset,,,,,https://www-thesingaporeway-com.filesusr.com/html/d1daaa_75f9c2ac6aa891e5208a04bbb6655382.html,embed,,footer,No,,2026-05-19T16:50:43+05:30
